瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),瘤搁柯档(∑C)
156,堡林,2022-08-06 18:00,32.7,,2.6,230,80,997.4,.6,.91,38.3
156,堡林,2022-08-06 19:00,31.4,,2.3,230,84,997.7,.5,.45,33.7
156,堡林,2022-08-06 20:00,30.3,,2.2,230,93,998.3,0,.08,30.8
156,堡林,2022-08-06 21:00,29.6,,2.9,230,99,999.1,,,29.8
156,堡林,2022-08-06 22:00,28.8,,2.7,230,99,999.7,,,28.8
156,堡林,2022-08-06 23:00,28.1,,2.8,230,98,999.5,,,27.9
156,堡林,2022-08-07 00:00,28,,1.3,250,99,999.9,,,27.6
156,堡林,2022-08-07 01:00,27.9,,1.1,250,99,999.9,,,27.4
156,堡林,2022-08-07 02:00,27.6,,.9,230,99,1000.2,,,27.5
156,堡林,2022-08-07 03:00,27.5,,2.1,230,99,1000.1,,,26.9
156,堡林,2022-08-07 04:00,27.7,,2.1,200,99,999.9,,,27.3
156,堡林,2022-08-07 05:00,27.6,,1.8,200,99,999.7,,,27.6
156,堡林,2022-08-07 06:00,27.8,,1.5,200,99,1000.2,0,.06,27.5
156,堡林,2022-08-07 07:00,27.9,,.9,200,99,1000.4,0,.2,28.3
156,堡林,2022-08-07 08:00,28.8,,1.6,230,99,1000.2,.2,.53,30.7
156,堡林,2022-08-07 09:00,29.8,,2.3,200,93,1000,.7,1.39,35.1
156,堡林,2022-08-07 10:00,31.1,,1.7,230,86,1000.2,.9,1.9,41.3
156,堡林,2022-08-07 11:00,32.5,,1.9,230,81,999.9,.8,2.52,47.5
156,堡林,2022-08-07 12:00,33.1,,2.4,230,75,999.7,.6,2.1,51.4
156,堡林,2022-08-07 13:00,33.6,,2.4,230,73,999.4,.9,3.15,56.1
156,堡林,2022-08-07 14:00,33,,3.1,250,77,999.1,.9,2.85,53.9
156,堡林,2022-08-07 15:00,33.2,,5,230,67,999.1,.9,2.7,52.4
156,堡林,2022-08-07 16:00,32.6,,3.9,250,73,998.9,1,2.41,51.6
156,堡林,2022-08-07 17:00,32.1,,3.8,250,75,999.1,1,1.68,43.8
156,堡林,2022-08-07 18:00,30.9,,3.1,250,84,999.1,.3,.71,36.5
156,堡林,2022-08-07 19:00,30.1,,3,230,89,999.2,0,.32,32.9
156,堡林,2022-08-07 20:00,29.1,,3.1,230,96,999.6,0,.07,30.4
156,堡林,2022-08-07 21:00,28.6,,1.3,230,98,1000.4,,,29.3
156,堡林,2022-08-07 22:00,28.7,,2.3,200,94,1000.4,,,28.6
156,堡林,2022-08-07 23:00,28.4,,2.9,230,96,1000.6,,,28.7
156,堡林,2022-08-08 00:00,28.4,,2.4,200,97,1000.9,,,28.4
156,堡林,2022-08-08 01:00,28.2,,3.3,230,97,1000.7,,,28.2
156,堡林,2022-08-08 02:00,28,,3,230,98,1000.9,,,27.9
156,堡林,2022-08-08 03:00,27.9,,2.9,230,98,1000.6,,,27.2
156,堡林,2022-08-08 04:00,27.8,,2.5,230,97,1000.5,,,27.2
156,堡林,2022-08-08 05:00,27.8,,1.9,200,97,1000.8,,,27.3
156,堡林,2022-08-08 06:00,27.4,,3,230,98,1001.2,0,.06,26.4
156,堡林,2022-08-08 07:00,27.6,,3.7,230,98,1001.7,0,.17,27
156,堡林,2022-08-08 08:00,28.4,,3,230,97,1001.7,.3,.67,31.2
156,堡林,2022-08-08 09:00,29,,5.6,230,94,1001.9,.2,1.06,34.6
156,堡林,2022-08-08 10:00,30.1,,5.3,230,85,1001.4,.7,1.76,40.4
156,堡林,2022-08-08 11:00,30.8,,4.8,230,75,1001.6,1,2.44,46.4
156,堡林,2022-08-08 12:00,30.6,,4.9,230,80,1001.3,.4,1.96,43.3
156,堡林,2022-08-08 13:00,30.8,,4.9,230,81,1001.2,0,1.83,44.2
156,堡林,2022-08-08 14:00,31.5,,3.2,230,77,1000.8,.6,2.06,46.4
156,堡林,2022-08-08 15:00,30.8,,4.7,230,80,1000.9,.2,1.8,43.3
156,堡林,2022-08-08 16:00,30.6,,3.8,230,82,1000.8,0,1.32,40.5
156,堡林,2022-08-08 17:00,29.9,,3.2,250,85,1000.8,0,.79,36.6
156,堡林,2022-08-08 18:00,29.5,,3,250,85,1000.5,0,.5,33.8
156,堡林,2022-08-08 19:00,28.9,,4,230,90,1000.5,0,.22,31.1
156,堡林,2022-08-08 20:00,28.4,,3,230,93,1001.3,0,.07,29.1
156,堡林,2022-08-08 21:00,28,,2.7,230,95,1001.8,,,28.2
156,堡林,2022-08-08 22:00,27.8,,3.2,230,96,1002.1,,,27.8
156,堡林,2022-08-08 23:00,27.7,,2.6,230,94,1001.8,,,27.6
156,堡林,2022-08-09 00:00,27.4,,2.8,200,97,1001.7,,,27.3
156,堡林,2022-08-09 01:00,27.4,,2,200,97,1001.5,,,27.4
156,堡林,2022-08-09 02:00,27.2,,3.2,230,98,1001.5,,,27.3
156,堡林,2022-08-09 03:00,27.3,,2.3,230,98,1001.6,,,27.3
156,堡林,2022-08-09 04:00,27.1,,2.5,230,99,1001.7,,,26.7
156,堡林,2022-08-09 05:00,27,,3.3,230,99,1001.9,,,26.9
156,堡林,2022-08-09 06:00,26.8,,2.4,230,99,1001.8,0,.05,26.6
156,堡林,2022-08-09 07:00,26.9,,2.8,200,99,1001.7,0,.13,27.1
156,堡林,2022-08-09 08:00,27.6,,3.2,230,98,1001.8,0,.35,29.5
156,堡林,2022-08-09 09:00,28.5,,3.1,230,96,1001.7,.2,.76,33.2
156,堡林,2022-08-09 10:00,29.1,,4.1,230,93,1001.8,.5,1.17,35.6
156,堡林,2022-08-09 11:00,31.7,,3.8,230,84,1001.5,.7,2.3,48.7
156,堡林,2022-08-09 12:00,31.1,,5,230,79,1000.9,.4,2.36,45.9
156,堡林,2022-08-09 13:00,31.4,,4.4,250,80,1000.6,.4,2.02,46.3
156,堡林,2022-08-09 14:00,31.7,,4.5,250,79,1000.1,.7,2.28,49.4
156,堡林,2022-08-09 15:00,31,,5.1,230,79,999.6,0,1.68,43.7
156,堡林,2022-08-09 16:00,30.7,,4.8,230,84,999.7,.1,1.44,42.6
156,堡林,2022-08-09 17:00,30.2,,4.7,230,83,999.6,.4,1.24,39.4
156,堡林,2022-08-09 18:00,29.5,,3.6,230,89,999.5,.1,.75,35.1
156,堡林,2022-08-09 19:00,28.9,,4.4,230,88,999.8,0,.25,31.1
156,堡林,2022-08-09 20:00,28.3,,3.9,230,93,1000.1,0,.07,29
156,堡林,2022-08-09 21:00,28,,2.7,230,94,1000.5,,,28.3
156,堡林,2022-08-09 22:00,28.1,,2.2,230,91,1000.6,,,27.9
156,堡林,2022-08-09 23:00,28,,1.8,230,92,1000.9,,,28.3
156,堡林,2022-08-10 00:00,27.6,,2.5,200,95,1000.5,,,27.8
156,堡林,2022-08-10 01:00,27.4,,3.3,230,96,1000.2,,,27
156,堡林,2022-08-10 02:00,27.5,,3.6,230,95,999.7,,,27.3
156,堡林,2022-08-10 03:00,27.2,,3.3,230,97,999.8,,,27
156,堡林,2022-08-10 04:00,27.1,,2.9,230,99,999.7,,,26.6
156,堡林,2022-08-10 05:00,26.9,,3.5,230,99,999.7,,,26.7
156,堡林,2022-08-10 06:00,26.8,,2.9,230,99,999.8,0,.05,26.8
156,堡林,2022-08-10 07:00,27,,3.2,230,99,999.8,0,.12,27.5
156,堡林,2022-08-10 08:00,27.6,,3.8,230,98,999.8,0,.38,30
156,堡林,2022-08-10 09:00,28.1,,3.2,230,97,1000.1,0,.67,32.3
156,堡林,2022-08-10 10:00,28.8,,3.9,230,95,1000.3,0,.89,35.1
156,堡林,2022-08-10 11:00,29.1,,3,250,91,1000.4,0,.93,36.7
156,堡林,2022-08-10 12:00,29.8,,3.2,250,88,1000.4,.4,2.09,41.8
156,堡林,2022-08-10 13:00,30.4,,3.3,230,84,999.7,.4,2.18,44.5
156,堡林,2022-08-10 14:00,30,,3.1,230,83,999.3,0,1.32,40.3
156,堡林,2022-08-10 15:00,29.8,,3.2,250,85,999.2,0,1.14,38.8
156,堡林,2022-08-10 16:00,29.7,,3.3,230,86,999.3,0,.82,36.3
156,堡林,2022-08-10 17:00,29.1,,2.4,250,92,999.3,0,.51,33.9
156,堡林,2022-08-10 18:00,28.9,,2.5,230,93,999.1,.1,.41,32.6
156,堡林,2022-08-10 19:00,28.5,,3.6,230,95,999,0,.24,30.5
156,堡林,2022-08-10 20:00,28.1,,3.3,230,93,999.5,0,.05,28.9
156,堡林,2022-08-10 21:00,28.2,,2.1,230,92,1000.4,,,28.4
156,堡林,2022-08-10 22:00,27.8,,1.7,180,94,1000.1,,,27.8
156,堡林,2022-08-10 23:00,27.2,0,1.4,200,98,1000.2,,,26.9
156,堡林,2022-08-11 00:00,27.2,0,1.8,200,97,999.8,,,26.5
156,堡林,2022-08-11 01:00,27.2,,1.1,200,97,999.9,,,26.7
156,堡林,2022-08-11 02:00,27.3,0,1.8,230,97,999.3,,,26.3
156,堡林,2022-08-11 03:00,26.2,.4,2.3,230,99,998.9,,,26.2
156,堡林,2022-08-11 04:00,26,.5,1.5,200,99,998.7,,,26.2
156,堡林,2022-08-11 05:00,25.8,.3,1.3,200,99,998.7,,,26.4
156,堡林,2022-08-11 06:00,25.8,.8,2.1,230,99,998.4,0,.05,26.3
156,堡林,2022-08-11 07:00,25.7,.6,3.2,230,99,998.4,0,.08,26.5
156,堡林,2022-08-11 08:00,25.9,.1,2.7,200,99,998.3,0,.26,27.9
156,堡林,2022-08-11 09:00,26.1,,2.7,230,99,999.3,0,.32,27.5
156,堡林,2022-08-11 10:00,26.3,0,1.7,200,99,999.6,0,.13,27
156,堡林,2022-08-11 11:00,26.2,.6,2.1,230,99,999.6,0,.13,27.3
156,堡林,2022-08-11 12:00,26.6,.7,2.3,200,99,999.3,0,.51,29.7
156,堡林,2022-08-11 13:00,26.3,.7,1.6,230,99,998.9,0,.43,28.9
156,堡林,2022-08-11 14:00,26.2,.9,1,200,99,998.5,0,.2,27.9
156,堡林,2022-08-11 15:00,26.7,.3,1.6,230,99,998.4,0,.34,29.1
156,堡林,2022-08-11 16:00,26.7,.6,1.8,230,99,998.3,0,.35,28.9
156,堡林,2022-08-11 17:00,26.6,.3,1.3,200,99,998.1,0,.32,28.7
156,堡林,2022-08-11 18:00,26.5,1.1,1.1,200,99,997.5,0,.19,27.8
156,堡林,2022-08-11 19:00,26.2,1,.2,0,99,997.6,0,.09,27.4
156,堡林,2022-08-11 20:00,26.2,.1,.8,200,99,997.9,0,.06,27.2
156,堡林,2022-08-11 21:00,26,.1,2.1,200,99,998.2,,,27.1
156,堡林,2022-08-11 22:00,26.4,,2.2,230,99,998.2,,,27
156,堡林,2022-08-11 23:00,26.5,,2.4,230,99,998.5,,,27
156,堡林,2022-08-12 00:00,26.5,,2.3,230,99,998.2,,,26.8
156,堡林,2022-08-12 01:00,26.6,,2.5,230,99,998,,,26.9
156,堡林,2022-08-12 02:00,26.6,0,1.6,230,99,998,,,27.1
156,堡林,2022-08-12 03:00,26.6,.4,1.6,230,99,998,,,27
156,堡林,2022-08-12 04:00,26.5,.1,.8,250,99,997.9,,,26.9
156,堡林,2022-08-12 05:00,26.4,,0,0,99,998.1,,,26.9
156,堡林,2022-08-12 06:00,26.4,,.6,270,99,998.4,0,.06,26.8
156,堡林,2022-08-12 07:00,26.1,0,.6,270,99,998.5,0,.12,27.2
156,堡林,2022-08-12 08:00,26.8,,.5,320,99,999,.1,.46,29.1
156,堡林,2022-08-12 09:00,26.7,,1.2,270,99,999.6,0,.36,28.4
156,堡林,2022-08-12 10:00,28.6,,.6,270,98,999.8,.3,1.26,36
156,堡林,2022-08-12 11:00,29.5,,.9,270,93,999.3,.7,2.22,36.2
156,堡林,2022-08-12 12:00,29.6,,1.1,270,90,999.3,.1,1.1,35.7
156,堡林,2022-08-12 13:00,30.6,,1.6,320,83,998.9,.6,2.23,38
156,堡林,2022-08-12 14:00,30.7,,1.4,20,76,998.3,.9,2.54,40.9
156,堡林,2022-08-12 15:00,31.2,,1.4,290,75,998,.9,2.76,39.2
156,堡林,2022-08-12 16:00,30.3,,1.8,250,75,997.6,.3,1.39,34.4
156,堡林,2022-08-12 17:00,30.3,,1.3,250,76,997.6,.8,1.42,33.2
156,堡林,2022-08-12 18:00,29.6,,1.2,270,77,997.6,.5,.86,30
156,堡林,2022-08-12 19:00,28.9,,.7,340,81,998,0,.28,28.1
156,堡林,2022-08-12 20:00,28,,.6,250,87,998.1,0,.06,26.6
156,堡林,2022-08-12 21:00,27.4,,1.3,250,92,998.9,,,25.8
156,堡林,2022-08-12 22:00,27.1,,1.5,250,90,999.4,,,25.4
156,堡林,2022-08-12 23:00,26.4,,1.1,230,93,999.5,,,24.6
156,堡林,2022-08-13 00:00,25.7,,.7,180,98,999.6,,,24.8
156,堡林,2022-08-13 01:00,26,,.7,230,98,999.6,,,25.2
156,堡林,2022-08-13 02:00,25.6,,.2,0,99,999.3,,,25.4
156,堡林,2022-08-13 03:00,25.4,,0,0,99,998.8,,,25.3
156,堡林,2022-08-13 04:00,25.2,,.1,0,99,998.7,,,24.9
156,堡林,2022-08-13 05:00,24.9,,.4,0,99,998.4,,,24.8
156,堡林,2022-08-13 06:00,24.5,,1,90,99,998.1,0,.06,24.5
156,堡林,2022-08-13 07:00,25.2,,.1,0,99,998.9,.5,.27,25.3
156,堡林,2022-08-13 08:00,26.8,,.5,50,98,999.2,1,.91,27.4
156,堡林,2022-08-13 09:00,27.9,,1.6,200,97,998.9,.5,1.27,30.8
156,堡林,2022-08-13 10:00,28.8,,2,250,95,999.6,.3,1.3,33.9
156,堡林,2022-08-13 11:00,28.1,.1,1.5,270,99,999.6,.1,1.05,32.3
156,堡林,2022-08-13 12:00,30.1,0,1.7,230,91,999.1,.1,1.58,36.1
156,堡林,2022-08-13 13:00,31.3,,2.6,230,81,998.6,.7,2.45,39
156,堡林,2022-08-13 14:00,30.6,,4.4,230,81,998.6,0,1.46,36
156,堡林,2022-08-13 15:00,30.4,,3,250,89,997.8,0,1.44,34.7
156,堡林,2022-08-13 16:00,30,,2.8,250,89,998,0,.84,32.6
156,堡林,2022-08-13 17:00,29.4,0,2.8,250,92,998.4,0,.35,30.7
156,堡林,2022-08-13 18:00,29,0,3.4,230,96,997.5,0,.23,29.7
156,堡林,2022-08-13 19:00,28.6,,3.8,230,97,997.9,0,.2,28.4
156,堡林,2022-08-13 20:00,28.3,,1.7,230,97,998.6,0,.07,27.7
156,堡林,2022-08-13 21:00,28.3,,2.4,200,97,998.8,,,27.2
156,堡林,2022-08-13 22:00,28.1,,2.3,200,96,999.1,,,26.9
156,堡林,2022-08-13 23:00,27.9,,1.8,200,97,999.3,,,26.9
156,堡林,2022-08-14 00:00,27.8,,1.4,200,97,999.1,,,26.7
156,堡林,2022-08-14 01:00,27.6,,2.1,230,97,998.9,,,26.9
156,堡林,2022-08-14 02:00,27.7,,2.7,230,98,998.8,,,26.6
156,堡林,2022-08-14 03:00,27.4,,3.4,230,99,998.9,,,26.5
156,堡林,2022-08-14 04:00,27.1,,3.3,230,99,998.8,,,26.1
156,堡林,2022-08-14 05:00,27.1,,2,230,99,999.2,,,26.5
156,堡林,2022-08-14 06:00,27,,2.2,230,99,999,0,.06,26.3
156,堡林,2022-08-14 07:00,27.5,,3.2,230,99,999.2,0,.17,27.6
156,堡林,2022-08-14 08:00,28,,3.6,230,99,999.6,0,.47,29.4
156,堡林,2022-08-14 09:00,28.4,,3.2,230,98,999.7,.2,.89,30.7
156,堡林,2022-08-14 10:00,29.3,,2.2,230,97,1000.1,.4,1.17,32.7
156,堡林,2022-08-14 11:00,29.4,,2.3,250,92,1000.2,.3,1.26,32.4
156,堡林,2022-08-14 12:00,32,,4,230,79,999.6,.9,2.95,46.4
156,堡林,2022-08-14 13:00,32.7,,4.7,230,70,999.4,.9,2.89,50.2
156,堡林,2022-08-14 14:00,32.8,,4.8,230,69,999.4,1,3.37,54.4
156,堡林,2022-08-14 15:00,33,,4,250,69,999.2,1,2.98,53.7
156,堡林,2022-08-14 16:00,32.8,,3.6,230,75,999.2,1,2.63,50.2
156,堡林,2022-08-14 17:00,31.6,,3.5,250,80,999.2,1,1.63,40.9
156,堡林,2022-08-14 18:00,30.5,,4.1,230,84,998.9,.3,.71,35.5
156,堡林,2022-08-14 19:00,29.6,,4,230,86,998.9,0,.26,31.8
156,堡林,2022-08-14 20:00,28.8,,2.1,230,92,999.1,0,.06,29.7
156,堡林,2022-08-14 21:00,28.7,,1.9,200,90,999.6,,,28.7
156,堡林,2022-08-14 22:00,28.3,,2.2,200,91,999.8,,,28
156,堡林,2022-08-14 23:00,28.2,,2.2,200,91,999.6,,,28
156,堡林,2022-08-15 00:00,28,,2.3,200,95,999.5,,,28
156,堡林,2022-08-15 01:00,27.8,,2.5,200,97,999.3,,,27.6
156,堡林,2022-08-15 02:00,27.8,,2.5,200,97,999,,,27.8
156,堡林,2022-08-15 03:00,27.9,,1.7,200,97,998.9,,,27.8
156,堡林,2022-08-15 04:00,27.8,,2.1,200,97,998.8,,,27.6
156,堡林,2022-08-15 05:00,27.7,,3,230,97,998.4,,,27.2
156,堡林,2022-08-15 06:00,27.6,,3.1,230,98,998.2,0,.06,26.9
156,堡林,2022-08-15 07:00,28,,3.9,230,98,998.2,0,.24,28.2
156,堡林,2022-08-15 08:00,28.7,,4.1,230,97,997.9,0,.5,30.4
156,堡林,2022-08-15 09:00,29.1,,5.5,230,93,997.5,.6,1.11,32
156,堡林,2022-08-15 10:00,30.1,,6.7,230,88,997.7,.8,1.72,38.9
156,堡林,2022-08-15 11:00,31.8,,8,230,78,997.6,1,2.84,52
156,堡林,2022-08-15 12:00,31.6,,6.1,230,78,997.3,.9,2.65,49.4
156,堡林,2022-08-15 13:00,31.4,,6.2,230,77,996.8,.8,2.19,45.4
156,堡林,2022-08-15 14:00,32,,5.8,230,73,996.4,.7,2.33,48.9
156,堡林,2022-08-15 15:00,32.8,,6.1,230,73,995.9,.9,2.94,54.9
156,堡林,2022-08-15 16:00,31.2,,5.2,230,78,995.4,.4,1.72,43.3
156,堡林,2022-08-15 17:00,30.5,,4.9,230,81,995.4,.2,1.12,38.6
156,堡林,2022-08-15 18:00,29.7,,6.1,230,85,995,.2,.65,34.6
156,堡林,2022-08-15 19:00,29,,5.7,230,89,994.8,0,.24,31.4
156,堡林,2022-08-15 20:00,28.7,,5.1,230,94,995.5,0,.06,30.2
156,堡林,2022-08-15 21:00,28.5,,6.7,230,95,995.8,,,29.6
156,堡林,2022-08-15 22:00,28.3,,5.1,230,96,996,,,29.2
156,堡林,2022-08-15 23:00,28.2,,4.9,230,97,996.1,,,29
156,堡林,2022-08-16 00:00,27.8,,4.9,230,98,995.7,,,28.2
156,堡林,2022-08-16 01:00,27.8,,4.6,230,98,995.2,,,28.4
156,堡林,2022-08-16 02:00,27.6,,5,230,98,994.8,,,28.2
156,堡林,2022-08-16 03:00,27.6,,4,230,98,995.4,,,28.1
156,堡林,2022-08-16 04:00,27.4,,4.2,230,99,995.3,,,27.9
156,堡林,2022-08-16 05:00,26.3,1.2,2.4,250,99,995.8,,,27.1
156,堡林,2022-08-16 06:00,26.2,.4,1.9,250,99,995.9,0,.05,27.1
156,堡林,2022-08-16 07:00,24.6,9.3,1.3,270,99,997,0,.06,25.6
156,堡林,2022-08-16 08:00,24.9,2.7,.7,160,99,997.1,0,.17,26.7
156,堡林,2022-08-16 09:00,25.6,.1,0,0,99,997.3,0,.42,28.2
156,堡林,2022-08-16 10:00,25.9,.1,.7,230,99,997.7,0,.49,29.3
156,堡林,2022-08-16 11:00,25.8,0,.8,200,99,997.8,0,.37,28.3
156,堡林,2022-08-16 12:00,26.7,,1.2,200,99,997.2,0,.68,31.2
156,堡林,2022-08-16 13:00,27.2,,2.5,230,99,996.8,0,1.28,32.3
156,堡林,2022-08-16 14:00,27.3,0,1.3,250,99,996.8,0,.61,30
156,堡林,2022-08-16 15:00,28,.1,.4,0,99,996.6,0,.74,31.3
156,堡林,2022-08-16 16:00,27.2,0,1.9,230,99,996.6,0,.57,30.1
156,堡林,2022-08-16 17:00,27,.1,1.4,230,99,996.8,0,.22,28.7
156,堡林,2022-08-16 18:00,26.8,.1,1.2,250,99,997,0,.16,28.1
156,堡林,2022-08-16 19:00,26,1.4,1.4,200,99,997,0,.11,27.5
156,堡林,2022-08-16 20:00,25.8,.5,.9,230,99,997.7,0,.05,27.1
156,堡林,2022-08-16 21:00,25.7,.1,0,0,99,997.8,,,26.9
156,堡林,2022-08-16 22:00,25.6,.3,1,250,99,998.3,,,26.7
156,堡林,2022-08-16 23:00,24.9,.4,0,0,99,997.8,,,26.2
156,堡林,2022-08-17 00:00,25.2,.2,.6,270,99,997.9,,,26
156,堡林,2022-08-17 01:00,24.4,,0,0,99,998,,,25.9
156,堡林,2022-08-17 02:00,24.5,0,0,0,99,997.6,,,25.9
156,堡林,2022-08-17 03:00,24.9,.1,.2,0,99,997.4,,,25.9
156,堡林,2022-08-17 04:00,24.9,,0,0,99,997.7,,,25.9
156,堡林,2022-08-17 05:00,24.9,,0,0,99,997.8,,,25.7
156,堡林,2022-08-17 06:00,24.7,,0,0,99,997.9,0,.06,25.6
156,堡林,2022-08-17 07:00,24.9,,.3,0,99,998.4,0,.16,26.3
156,堡林,2022-08-17 08:00,25.3,,.4,0,99,998.6,0,.29,27.3
156,堡林,2022-08-17 09:00,25.7,0,.9,50,99,998.4,0,.42,28.3
156,堡林,2022-08-17 10:00,26.8,0,1.1,70,99,998.4,0,.32,31.4
156,堡林,2022-08-17 11:00,27.1,0,1.2,50,99,998.4,0,0,31.5
156,堡林,2022-08-17 12:00,27.2,0,.5,360,99,998.5,0,0,30.6
156,堡林,2022-08-17 13:00,27.6,,1.1,230,99,998.2,0,0,31.1
156,堡林,2022-08-17 14:00,28.3,,.6,250,91,997.9,0,0,32.3
156,堡林,2022-08-17 15:00,28.6,,1.6,250,87,997.3,0,0,31.8
156,堡林,2022-08-17 16:00,29.3,,2.3,250,81,997,0,0,32
156,堡林,2022-08-17 17:00,29.4,,1.4,290,80,997.1,0,0,31.5
156,堡林,2022-08-17 18:00,28.3,,1.1,340,79,997.5,0,0,28.8
156,堡林,2022-08-17 19:00,26.5,,1,290,81,998,0,0,25.7
156,堡林,2022-08-17 20:00,25.1,,.5,290,90,998.7,0,0,24.3
156,堡林,2022-08-17 21:00,24.7,,.6,290,92,999.6,,,23.6
156,堡林,2022-08-17 22:00,24.5,,.1,0,95,1000.2,,,23.2
156,堡林,2022-08-17 23:00,24,,0,0,98,1000.3,,,23
156,堡林,2022-08-18 00:00,23.7,,.8,70,98,1000.2,,,22.7
156,堡林,2022-08-18 01:00,23.3,,.4,0,99,1000.1,,,22.6
156,堡林,2022-08-18 02:00,22.9,,.3,0,99,1000,,,22.5
156,堡林,2022-08-18 03:00,22.6,,.2,0,99,999.8,,,22.2
156,堡林,2022-08-18 04:00,22,,.2,0,99,999.8,,,21.7
156,堡林,2022-08-18 05:00,21.9,,.6,70,99,999.9,,,21.5
156,堡林,2022-08-18 06:00,21.8,,.3,0,99,1000.2,0,0,21.4
156,堡林,2022-08-18 07:00,22.2,,.9,50,99,1000.7,0,0,22.7
156,堡林,2022-08-18 08:00,24.1,,0,0,99,1001.1,0,0,24.5
156,堡林,2022-08-18 09:00,24.5,,.5,290,97,1001,0,0,28
156,堡林,2022-08-18 10:00,25.4,,.6,70,92,1000.9,0,0,28.8
156,堡林,2022-08-18 11:00,27.8,,1.4,90,74,1000.7,0,0,39.3
156,堡林,2022-08-18 12:00,28.4,,1.7,50,67,1000.4,0,0,38.8
156,堡林,2022-08-18 13:00,30.3,,.3,0,59,999.9,0,0,43.5
156,堡林,2022-08-18 14:00,30,,.8,180,60,999.8,0,0,38.4
156,堡林,2022-08-18 15:00,31.2,,1.5,230,57,999.6,0,0,42.8
156,堡林,2022-08-18 16:00,31.3,,1.9,270,53,999.3,0,0,42.7
156,堡林,2022-08-18 17:00,30.9,,2.1,250,57,999.3,0,0,36
156,堡林,2022-08-18 18:00,29.2,,1.3,290,71,999.5,0,0,31.6
156,堡林,2022-08-18 19:00,27.5,,.8,360,77,999.7,0,0,28.3
156,堡林,2022-08-18 20:00,26.9,,1,250,80,1000,0,0,26.4
156,堡林,2022-08-18 21:00,26.4,,1.3,270,79,1000.4,,,25.5
156,堡林,2022-08-18 22:00,25.4,,1.5,200,91,1000.2,,,24.3
156,堡林,2022-08-18 23:00,24.7,,.6,230,93,1000,,,23.7
156,堡林,2022-08-19 00:00,24.6,,.6,230,95,999.8,,,23.2
156,堡林,2022-08-19 01:00,23.8,,.7,200,98,999.6,,,23
156,堡林,2022-08-19 02:00,23.2,,.5,180,99,998.9,,,22.5
156,堡林,2022-08-19 03:00,23.2,,.2,0,99,998.5,,,22.7
156,堡林,2022-08-19 04:00,22.9,,1,110,99,998.3,,,22.6
156,堡林,2022-08-19 05:00,22.7,,0,0,99,998.3,,,22.3
156,堡林,2022-08-19 06:00,23.2,,.4,0,99,998.6,0,0,22.8
156,堡林,2022-08-19 07:00,23.2,,.3,0,98,998.2,0,0,23.8
156,堡林,2022-08-19 08:00,24.8,,0,0,96,998.2,0,.01,26.5
156,堡林,2022-08-19 09:00,26.3,,0,0,92,998.3,.1,.92,29.2
156,堡林,2022-08-19 10:00,27.9,,.6,230,91,998,.2,1.03,34.1
156,堡林,2022-08-19 11:00,29.9,,1.6,250,90,997.5,.4,1.57,37.7
156,堡林,2022-08-19 12:00,30.4,,1.9,230,88,997.2,.4,1.75,39
156,堡林,2022-08-19 13:00,31,,3.6,250,87,996.6,.7,2.28,40.4
156,堡林,2022-08-19 14:00,31.2,,3.8,230,77,996.2,.5,2.13,40.7
156,堡林,2022-08-19 15:00,31.5,,4.2,230,77,995.6,.9,2.56,43.6
156,堡林,2022-08-19 16:00,31.8,,4.3,230,78,995.5,.9,2.12,42.8
156,堡林,2022-08-19 17:00,30.3,,4.4,230,86,995.4,.5,1.26,36.7
156,堡林,2022-08-19 18:00,29.4,,2.7,230,90,995.2,0,.48,32.5
156,堡林,2022-08-19 19:00,28.8,,3.5,230,97,995.2,0,.13,30.4
156,堡林,2022-08-19 20:00,28.3,,3.2,230,97,995.8,0,.05,29
156,堡林,2022-08-19 21:00,27.8,,3.1,230,99,996.1,,,28.2
156,堡林,2022-08-19 22:00,27.7,,3.6,230,99,996.5,,,28
156,堡林,2022-08-19 23:00,27.4,,3.2,230,99,995.9,,,27.7
156,堡林,2022-08-20 00:00,27.3,,3.2,230,99,995.8,,,27.3
156,堡林,2022-08-20 01:00,27.3,,2,230,99,995.2,,,27.3
156,堡林,2022-08-20 02:00,27.3,,2.5,230,99,994.9,,,27.5
156,堡林,2022-08-20 03:00,27.3,,2.4,230,99,994.7,,,27.3
156,堡林,2022-08-20 04:00,27.2,,2.9,230,99,994.6,,,27.4
156,堡林,2022-08-20 05:00,27,,2.4,230,99,994.6,,,27.4
156,堡林,2022-08-20 06:00,26.9,0,2.9,230,99,994.9,0,.05,27.3
156,堡林,2022-08-20 07:00,26.6,.2,2,230,99,995.3,0,.08,27.5
156,堡林,2022-08-20 08:00,26.8,0,1.7,230,99,995.5,0,.12,27.8
156,堡林,2022-08-20 09:00,26.7,1,1.4,200,99,995.5,0,.16,27.8
156,堡林,2022-08-20 10:00,26.7,14.2,.8,270,99,995.6,0,.14,27.4
156,堡林,2022-08-20 11:00,25.8,13.4,.7,270,99,996,0,.18,26.7
156,堡林,2022-08-20 12:00,26.1,3,.9,270,99,996,0,.46,28.6
156,堡林,2022-08-20 13:00,27.6,.4,0,0,99,995.2,0,1.15,33.1
